Employee_ID,Age,Gender,Country,Continent,Remote_Work,Company_Size,Work_Experience,Role,Work_Mode,Salary_Range,Therapy_Access,Mental_Health_Condition,Employer_Support,Comfort_Discussing_MH,Work_Stress_Level,Job_Satisfaction
E0225,21,Male,India,Asia,No,Medium (51-500),26,Data Scientist,Night Shift,50K-100K,Yes,No,Yes,5,9,7
E0226,32,Other,USA,North America,Hybrid,Medium (51-500),19,Engineer,Night Shift,50K-100K,Not Sure,No,Yes,4,1,6
E0227,25,Female,Canada,North America,Yes,Large (500+),30,Developer,Flexible,50K-100K,No,No,Yes,1,8,2
E0228,57,Male,Germany,Europe,Yes,Small (1-50),2,Designer,Flexible,<50K,Yes,No,Yes,2,8,4
E0229,52,Other,France,Europe,Hybrid,Large (500+),28,Manager,Night Shift,100K-150K,No,Yes,Partial,3,7,2
E0230,29,Female,Japan,Asia,No,Medium (51-500),3,Developer,Flexible,>150K,Yes,No,No,2,5,1
E0231,55,Other,Brazil,South America,Hybrid,Small (1-50),11,Developer,Flexible,50K-100K,Not Sure,Yes,Partial,1,4,3
E0232,39,Female,Australia,Oceania,Hybrid,Large (500+),6,Designer,Night Shift,100K-150K,No,Yes,Partial,3,10,4
E0233,36,Other,Brazil,South America,No,Small (1-50),29,Manager,Flexible,>150K,Yes,No,No,3,10,10
E0234,23,Female,India,Asia,Hybrid,Small (1-50),14,Data Scientist,Day Shift,100K-150K,Not Sure,Yes,No,4,10,5
E0235,40,Male,India,Asia,Hybrid,Large (500+),19,Designer,Flexible,<50K,No,No,Yes,5,10,5
E0236,44,Female,South Africa,Africa,Hybrid,Small (1-50),26,Manager,Day Shift,<50K,Yes,No,Yes,4,6,7
E0237,53,Other,USA,North America,No,Large (500+),16,Developer,Night Shift,<50K,No,Yes,No,3,1,10
E0238,44,Other,France,Europe,Yes,Medium (51-500),21,Manager,Flexible,50K-100K,Yes,No,Yes,3,5,8
E0239,31,Female,Japan,Asia,Yes,Small (1-50),22,Developer,Night Shift,>150K,Not Sure,No,Yes,5,4,9
E0240,28,Male,Brazil,South America,No,Medium (51-500),24,Designer,Night Shift,<50K,Not Sure,No,Partial,2,4,7
E0241,56,Male,Australia,Oceania,Yes,Medium (51-500),7,Engineer,Night Shift,50K-100K,No,Yes,No,5,7,5
E0242,58,Female,India,Asia,Hybrid,Small (1-50),30,Designer,Night Shift,50K-100K,No,Yes,Yes,4,9,9
E0243,40,Female,India,Asia,Yes,Large (500+),27,Analyst,Night Shift,50K-100K,Yes,No,No,2,8,8
E0244,55,Other,USA,North America,Hybrid,Small (1-50),8,Analyst,Flexible,50K-100K,Not Sure,Yes,Partial,4,8,10
E0245,45,Male,Australia,Oceania,Yes,Medium (51-500),19,Analyst,Day Shift,<50K,Yes,Yes,Yes,5,5,9
E0246,55,Female,Australia,Oceania,No,Medium (51-500),20,Designer,Flexible,50K-100K,Not Sure,No,Yes,2,6,10
E0247,45,Male,USA,North America,Yes,Large (500+),16,Data Scientist,Flexible,<50K,No,Yes,Partial,5,2,8
E0248,49,Female,India,Asia,Yes,Small (1-50),22,Designer,Flexible,<50K,Yes,No,Yes,1,3,6
E0249,38,Female,France,Europe,Yes,Medium (51-500),27,Engineer,Flexible,50K-100K,Yes,Yes,Yes,3,5,4
E0250,38,Male,Canada,North America,No,Medium (51-500),7,Manager,Day Shift,<50K,Not Sure,No,No,2,2,9
E0251,22,Female,Canada,North America,Yes,Medium (51-500),9,Designer,Flexible,>150K,Not Sure,No,Partial,3,3,9
E0252,55,Female,USA,North America,No,Large (500+),13,Designer,Night Shift,>150K,Not Sure,Yes,Yes,1,4,10
E0253,36,Other,Australia,Oceania,Hybrid,Medium (51-500),1,Developer,Flexible,100K-150K,No,Yes,Yes,2,6,10
E0254,56,Female,Japan,Asia,Yes,Medium (51-500),29,Developer,Flexible,>150K,Yes,No,Yes,3,5,9
E0255,53,Female,USA,North America,No,Small (1-50),8,Developer,Day Shift,<50K,Not Sure,No,Partial,3,10,10
E0256,24,Female,France,Europe,No,Small (1-50),24,Designer,Day Shift,<50K,No,No,Yes,2,4,3
E0257,53,Other,USA,North America,Yes,Medium (51-500),22,Data Scientist,Night Shift,>150K,Not Sure,Yes,No,3,2,3
E0258,34,Male,UK,Europe,Hybrid,Medium (51-500),4,Manager,Flexible,50K-100K,Yes,Yes,Partial,3,5,6
E0259,41,Other,Brazil,South America,No,Small (1-50),3,Manager,Flexible,50K-100K,Not Sure,No,Yes,2,5,6
E0260,40,Other,Australia,Oceania,Yes,Large (500+),27,Engineer,Flexible,<50K,Yes,No,Partial,3,7,6
E0261,28,Male,South Africa,Africa,Hybrid,Large (500+),3,Data Scientist,Night Shift,50K-100K,No,No,Partial,3,1,5
E0262,27,Other,South Africa,Africa,No,Large (500+),22,Data Scientist,Day Shift,100K-150K,No,No,Partial,4,4,5
E0263,23,Male,Australia,Oceania,No,Large (500+),13,Manager,Night Shift,100K-150K,Not Sure,No,Yes,4,5,2
E0264,37,Other,France,Europe,Hybrid,Large (500+),8,Analyst,Flexible,>150K,Yes,No,No,1,8,7
E0265,53,Male,UK,Europe,Hybrid,Large (500+),7,Developer,Day Shift,>150K,Yes,Yes,Partial,4,8,4
E0266,32,Female,UK,Europe,Yes,Large (500+),27,Developer,Day Shift,50K-100K,Yes,No,Partial,4,1,3
E0267,42,Other,India,Asia,Yes,Large (500+),1,Manager,Night Shift,<50K,Not Sure,No,Yes,1,5,8
E0268,42,Other,Brazil,South America,No,Small (1-50),27,Data Scientist,Day Shift,>150K,Yes,Yes,Partial,3,10,4
E0269,50,Other,Canada,North America,Hybrid,Large (500+),16,Engineer,Day Shift,100K-150K,Yes,No,Yes,3,1,4
E0270,58,Other,Germany,Europe,Hybrid,Large (500+),6,Analyst,Flexible,>150K,Yes,No,Yes,4,1,8
E0271,58,Female,France,Europe,Hybrid,Large (500+),7,Manager,Flexible,>150K,Yes,No,No,1,2,1
E0272,28,Other,Germany,Europe,No,Medium (51-500),12,Developer,Day Shift,100K-150K,Not Sure,No,Partial,3,2,9
E0273,47,Female,Germany,Europe,Hybrid,Small (1-50),23,Designer,Day Shift,<50K,Not Sure,No,No,5,9,7
E0274,47,Female,Australia,Oceania,Hybrid,Small (1-50),9,Data Scientist,Night Shift,>150K,Yes,Yes,No,2,4,2
E0275,54,Female,South Africa,Africa,No,Small (1-50),27,Designer,Night Shift,>150K,Yes,No,Partial,2,3,6
E0276,41,Female,South Africa,Africa,Yes,Large (500+),11,Engineer,Day Shift,>150K,No,No,Yes,2,1,8
E0277,50,Male,Canada,North America,Yes,Large (500+),10,Manager,Flexible,50K-100K,No,No,No,4,2,5
E0278,53,Male,Australia,Oceania,No,Medium (51-500),21,Developer,Day Shift,>150K,Yes,Yes,Yes,2,6,6
E0279,48,Other,Germany,Europe,Hybrid,Small (1-50),1,Analyst,Day Shift,100K-150K,Yes,Yes,Yes,2,9,10
E0280,53,Male,Japan,Asia,No,Large (500+),18,Designer,Flexible,<50K,No,No,No,5,5,8
E0281,25,Male,South Africa,Africa,Yes,Small (1-50),4,Analyst,Flexible,<50K,No,No,Partial,3,4,6
E0282,39,Other,France,Europe,Yes,Medium (51-500),5,Engineer,Night Shift,100K-150K,Yes,No,No,5,5,9
E0283,24,Other,France,Europe,No,Medium (51-500),9,Developer,Night Shift,50K-100K,Not Sure,No,Partial,4,9,9
E0284,55,Other,India,Asia,No,Medium (51-500),27,Designer,Night Shift,100K-150K,Not Sure,No,Yes,2,7,9
E0285,37,Male,USA,North America,Yes,Small (1-50),17,Engineer,Night Shift,<50K,Yes,No,Yes,3,8,6
E0286,48,Male,Japan,Asia,No,Large (500+),3,Analyst,Flexible,100K-150K,Yes,No,No,2,4,9
E0287,50,Other,South Africa,Africa,Yes,Large (500+),16,Analyst,Day Shift,50K-100K,No,No,Yes,2,8,3
E0288,49,Female,UK,Europe,No,Medium (51-500),5,Designer,Night Shift,<50K,No,No,Yes,4,6,5
E0289,26,Other,South Africa,Africa,No,Large (500+),16,Developer,Night Shift,50K-100K,Not Sure,No,No,2,5,2
E0290,55,Female,India,Asia,No,Medium (51-500),3,Analyst,Flexible,100K-150K,Yes,No,Yes,1,7,8
E0291,57,Female,France,Europe,Yes,Small (1-50),20,Manager,Flexible,>150K,No,No,Yes,3,6,4
E0292,44,Other,Germany,Europe,No,Medium (51-500),15,Engineer,Day Shift,100K-150K,Not Sure,Yes,No,3,3,6
E0293,49,Other,UK,Europe,Yes,Small (1-50),30,Designer,Day Shift,50K-100K,Not Sure,No,No,1,5,6
E0294,51,Other,Australia,Oceania,Yes,Medium (51-500),3,Data Scientist,Flexible,100K-150K,Not Sure,Yes,Partial,4,9,5
E0295,55,Male,Brazil,South America,No,Large (500+),20,Data Scientist,Night Shift,>150K,No,No,No,2,7,1
E0296,53,Female,Germany,Europe,No,Large (500+),14,Developer,Night Shift,50K-100K,No,No,No,2,4,7
E0297,41,Male,Brazil,South America,Yes,Medium (51-500),16,Manager,Night Shift,100K-150K,Yes,No,Partial,3,7,10
E0298,52,Male,Japan,Asia,Yes,Large (500+),29,Analyst,Day Shift,50K-100K,Yes,No,Partial,4,5,8
E0299,43,Other,USA,North America,Hybrid,Large (500+),29,Data Scientist,Night Shift,50K-100K,Not Sure,Yes,Yes,4,2,1
E0300,53,Male,UK,Europe,Yes,Large (500+),17,Developer,Night Shift,<50K,Not Sure,No,Yes,4,6,10
E0301,23,Other,Canada,North America,Hybrid,Small (1-50),28,Engineer,Flexible,<50K,No,No,No,2,7,7
E0302,38,Female,UK,Europe,Hybrid,Large (500+),24,Manager,Night Shift,50K-100K,No,No,No,4,8,4
E0303,45,Other,South Africa,Africa,Hybrid,Small (1-50),20,Manager,Flexible,100K-150K,Yes,Yes,Partial,1,6,6
E0304,51,Male,France,Europe,No,Medium (51-500),23,Developer,Night Shift,100K-150K,Yes,No,Partial,5,8,9
E0305,23,Male,South Africa,Africa,No,Large (500+),18,Developer,Day Shift,100K-150K,Yes,No,No,4,7,5
E0306,44,Other,South Africa,Africa,Yes,Large (500+),18,Analyst,Night Shift,>150K,No,No,Partial,5,2,8
E0307,52,Other,Japan,Asia,Hybrid,Large (500+),22,Developer,Night Shift,50K-100K,Not Sure,No,No,2,6,5
E0308,42,Male,Germany,Europe,No,Medium (51-500),14,Analyst,Flexible,50K-100K,Yes,No,Yes,4,9,2
E0309,43,Female,Canada,North America,No,Small (1-50),18,Analyst,Flexible,>150K,Yes,No,Partial,3,6,4
E0310,22,Female,Canada,North America,No,Small (1-50),15,Designer,Flexible,50K-100K,No,No,Yes,2,4,2
E0311,47,Other,South Africa,Africa,No,Large (500+),15,Manager,Night Shift,50K-100K,Yes,No,Partial,1,7,7
E0312,22,Female,Brazil,South America,No,Medium (51-500),6,Engineer,Night Shift,>150K,Not Sure,Yes,Partial,1,3,7
E0313,46,Male,Japan,Asia,Hybrid,Medium (51-500),27,Manager,Day Shift,<50K,No,No,No,5,5,3
E0314,37,Other,South Africa,Africa,Hybrid,Medium (51-500),15,Manager,Night Shift,50K-100K,Yes,No,No,5,1,7
E0315,53,Male,USA,North America,Hybrid,Medium (51-500),18,Designer,Day Shift,>150K,Yes,Yes,No,3,10,1
E0316,29,Male,France,Europe,Hybrid,Medium (51-500),4,Analyst,Flexible,100K-150K,No,Yes,Yes,3,3,1
E0317,59,Female,Germany,Europe,Yes,Small (1-50),23,Analyst,Flexible,<50K,No,No,Yes,1,8,9
E0318,49,Other,Australia,Oceania,Hybrid,Small (1-50),8,Developer,Flexible,100K-150K,Yes,Yes,No,4,9,6
E0319,46,Other,USA,North America,No,Small (1-50),15,Designer,Day Shift,50K-100K,Not Sure,No,Partial,1,9,5
E0320,55,Female,Brazil,South America,Hybrid,Large (500+),3,Developer,Night Shift,<50K,No,Yes,No,1,10,6
E0321,45,Male,UK,Europe,Yes,Medium (51-500),30,Designer,Flexible,>150K,Not Sure,Yes,Yes,3,2,6
E0322,44,Male,UK,Europe,No,Large (500+),15,Developer,Night Shift,50K-100K,Yes,Yes,No,5,4,1
E0323,33,Male,USA,North America,Hybrid,Medium (51-500),13,Data Scientist,Night Shift,>150K,Not Sure,Yes,Partial,3,5,5
E0324,27,Male,South Africa,Africa,Hybrid,Small (1-50),9,Manager,Flexible,<50K,Yes,No,No,3,3,9
E0325,56,Other,Australia,Oceania,Hybrid,Large (500+),2,Manager,Day Shift,100K-150K,Yes,No,No,3,1,4
E0326,40,Other,India,Asia,No,Small (1-50),24,Engineer,Night Shift,50K-100K,Yes,Yes,Partial,1,6,3
E0327,21,Female,India,Asia,No,Medium (51-500),8,Analyst,Flexible,50K-100K,Yes,No,No,4,10,1
E0328,28,Female,Brazil,South America,Yes,Medium (51-500),29,Engineer,Night Shift,>150K,Not Sure,No,No,1,2,2
E0329,36,Other,South Africa,Africa,No,Medium (51-500),30,Data Scientist,Night Shift,<50K,Yes,No,Partial,2,9,3
E0330,34,Other,Canada,North America,No,Small (1-50),20,Engineer,Night Shift,>150K,Yes,No,Yes,3,1,4
E0331,32,Male,Canada,North America,Hybrid,Medium (51-500),17,Manager,Night Shift,<50K,Not Sure,No,Partial,3,9,7
E0332,43,Male,Germany,Europe,No,Small (1-50),13,Analyst,Night Shift,50K-100K,No,No,Yes,2,7,6
E0333,35,Female,Australia,Oceania,Hybrid,Large (500+),1,Data Scientist,Day Shift,<50K,Not Sure,No,Yes,3,10,8
E0334,48,Other,Australia,Oceania,Hybrid,Medium (51-500),2,Manager,Day Shift,50K-100K,Not Sure,Yes,Partial,3,2,9
E0335,54,Female,UK,Europe,No,Medium (51-500),30,Developer,Flexible,<50K,Not Sure,No,Yes,3,6,6
E0336,22,Other,Japan,Asia,Yes,Medium (51-500),15,Designer,Day Shift,100K-150K,Yes,No,Partial,2,8,7
E0337,52,Male,Brazil,South America,Yes,Large (500+),12,Data Scientist,Day Shift,<50K,Yes,No,Partial,1,2,4
E0338,43,Female,India,Asia,No,Medium (51-500),14,Analyst,Day Shift,100K-150K,Yes,No,Partial,3,5,2
E0339,42,Female,Brazil,South America,Yes,Small (1-50),25,Engineer,Night Shift,<50K,No,No,Partial,4,6,9
E0340,45,Other,Canada,North America,Hybrid,Small (1-50),29,Engineer,Night Shift,<50K,Yes,Yes,Yes,2,3,9
E0341,42,Male,Canada,North America,Hybrid,Medium (51-500),2,Data Scientist,Flexible,>150K,No,No,Partial,5,2,4
E0342,42,Female,USA,North America,No,Medium (51-500),18,Analyst,Flexible,>150K,Yes,No,Yes,2,6,3
E0343,26,Male,Germany,Europe,Yes,Large (500+),22,Data Scientist,Flexible,50K-100K,Not Sure,No,No,1,3,10
E0344,35,Female,Australia,Oceania,Yes,Large (500+),7,Analyst,Night Shift,>150K,Yes,No,Partial,2,2,6
E0345,57,Male,France,Europe,Hybrid,Large (500+),29,Engineer,Day Shift,<50K,No,No,Yes,5,1,3
E0346,53,Other,Brazil,South America,No,Medium (51-500),23,Manager,Day Shift,>150K,No,Yes,No,4,8,1
E0347,28,Female,Canada,North America,Yes,Large (500+),29,Developer,Night Shift,<50K,Yes,No,No,5,1,4
E0348,25,Female,Japan,Asia,No,Large (500+),25,Manager,Flexible,100K-150K,Not Sure,No,No,2,5,1
E0349,59,Male,UK,Europe,Yes,Small (1-50),6,Developer,Flexible,<50K,Yes,No,Partial,5,6,2
E0350,24,Male,India,Asia,Hybrid,Large (500+),14,Engineer,Flexible,50K-100K,Yes,Yes,Yes,2,3,3
E0351,26,Female,Germany,Europe,Hybrid,Small (1-50),8,Manager,Night Shift,100K-150K,Yes,No,No,4,7,8
E0352,52,Other,Japan,Asia,No,Small (1-50),27,Manager,Flexible,50K-100K,Not Sure,No,Partial,4,2,10
E0353,50,Male,Germany,Europe,Hybrid,Large (500+),22,Data Scientist,Flexible,50K-100K,No,No,No,1,7,4
E0354,55,Male,USA,North America,Yes,Small (1-50),2,Designer,Night Shift,50K-100K,Not Sure,No,Yes,4,2,4
E0355,36,Male,France,Europe,Hybrid,Medium (51-500),17,Engineer,Day Shift,>150K,No,No,No,3,5,10
E0356,33,Female,Canada,North America,No,Medium (51-500),5,Analyst,Night Shift,50K-100K,No,Yes,Yes,5,7,9
E0357,50,Female,UK,Europe,No,Large (500+),14,Engineer,Night Shift,100K-150K,No,Yes,Yes,5,3,7
E0358,39,Female,Japan,Asia,No,Medium (51-500),25,Analyst,Night Shift,<50K,Not Sure,No,Partial,2,4,2
E0359,37,Female,Germany,Europe,Yes,Small (1-50),24,Analyst,Night Shift,50K-100K,Yes,No,No,4,1,3
E0360,39,Other,Australia,Oceania,Yes,Medium (51-500),30,Developer,Day Shift,100K-150K,Yes,Yes,Partial,1,3,4
E0361,48,Other,USA,North America,Yes,Large (500+),29,Analyst,Flexible,50K-100K,Yes,Yes,Partial,1,9,4
E0362,46,Female,Australia,Oceania,Yes,Large (500+),20,Analyst,Night Shift,<50K,Yes,Yes,No,1,10,10
E0363,57,Other,UK,Europe,Yes,Small (1-50),21,Data Scientist,Day Shift,100K-150K,Yes,No,Yes,3,5,8
E0364,46,Male,Japan,Asia,Hybrid,Large (500+),29,Manager,Flexible,100K-150K,Not Sure,Yes,No,4,8,10
E0365,43,Male,USA,North America,Yes,Medium (51-500),21,Engineer,Flexible,<50K,Not Sure,No,Yes,1,2,10
E0366,29,Male,Japan,Asia,Yes,Large (500+),22,Engineer,Flexible,100K-150K,Not Sure,No,Partial,3,3,6
E0367,32,Female,Canada,North America,Hybrid,Small (1-50),3,Analyst,Night Shift,<50K,Not Sure,Yes,Yes,5,7,3
E0368,21,Male,South Africa,Africa,Yes,Large (500+),5,Designer,Night Shift,100K-150K,Not Sure,No,Yes,2,10,9
E0369,21,Other,USA,North America,No,Medium (51-500),16,Engineer,Flexible,100K-150K,Not Sure,Yes,No,4,4,10
E0370,54,Female,Australia,Oceania,Yes,Small (1-50),18,Analyst,Flexible,<50K,Not Sure,No,Yes,4,9,8
E0371,52,Other,UK,Europe,Yes,Medium (51-500),26,Developer,Flexible,<50K,Yes,Yes,Yes,5,7,9
E0372,45,Male,France,Europe,No,Small (1-50),17,Developer,Flexible,100K-150K,No,No,No,4,1,5
E0373,21,Male,Canada,North America,No,Large (500+),11,Developer,Flexible,100K-150K,Not Sure,No,Yes,4,4,3
E0374,36,Male,South Africa,Africa,No,Small (1-50),17,Analyst,Flexible,<50K,No,Yes,Yes,4,10,4
E0375,59,Female,France,Europe,No,Small (1-50),16,Data Scientist,Day Shift,>150K,Not Sure,Yes,Yes,4,6,5
E0376,25,Other,India,Asia,Yes,Large (500+),26,Designer,Flexible,<50K,Not Sure,No,Partial,3,6,9
E0377,42,Female,Canada,North America,No,Medium (51-500),23,Analyst,Night Shift,100K-150K,Yes,Yes,No,3,10,9
E0378,49,Female,UK,Europe,No,Large (500+),2,Data Scientist,Night Shift,100K-150K,No,No,No,2,6,3
E0379,23,Male,Germany,Europe,Hybrid,Small (1-50),4,Data Scientist,Night Shift,100K-150K,Yes,No,No,4,5,7
E0380,32,Female,USA,North America,No,Large (500+),21,Engineer,Flexible,<50K,Yes,No,Yes,5,3,6
E0381,46,Female,Japan,Asia,No,Small (1-50),7,Analyst,Night Shift,100K-150K,No,No,Partial,1,2,4
E0382,36,Male,UK,Europe,Hybrid,Large (500+),2,Analyst,Day Shift,>150K,Yes,No,Yes,2,3,5
E0383,57,Female,USA,North America,Hybrid,Large (500+),30,Data Scientist,Flexible,50K-100K,Not Sure,No,No,1,9,10
E0384,42,Male,France,Europe,Yes,Medium (51-500),6,Data Scientist,Night Shift,>150K,Not Sure,No,Partial,1,3,2
E0385,49,Male,Japan,Asia,Hybrid,Small (1-50),17,Data Scientist,Day Shift,<50K,Not Sure,Yes,Partial,4,3,7
E0386,34,Male,Brazil,South America,Yes,Medium (51-500),7,Engineer,Day Shift,100K-150K,Not Sure,Yes,Yes,5,1,4
E0387,48,Male,Australia,Oceania,Hybrid,Small (1-50),25,Analyst,Night Shift,<50K,Not Sure,No,Yes,1,2,2
E0388,25,Female,India,Asia,Hybrid,Large (500+),5,Data Scientist,Day Shift,50K-100K,Yes,No,Partial,1,3,6
E0389,50,Male,Canada,North America,Yes,Small (1-50),5,Developer,Night Shift,<50K,Yes,No,Yes,2,2,2
E0390,25,Male,UK,Europe,Hybrid,Medium (51-500),20,Analyst,Day Shift,100K-150K,Not Sure,Yes,Partial,5,8,10
E0391,32,Female,India,Asia,Yes,Medium (51-500),16,Engineer,Flexible,50K-100K,Not Sure,No,Partial,5,6,2
E0392,36,Female,Germany,Europe,Hybrid,Medium (51-500),19,Developer,Flexible,50K-100K,Yes,Yes,Partial,1,7,7
E0393,46,Other,USA,North America,No,Small (1-50),9,Manager,Flexible,100K-150K,No,Yes,Yes,5,1,1
E0394,46,Female,USA,North America,Hybrid,Medium (51-500),5,Analyst,Flexible,100K-150K,Yes,No,Partial,2,6,7
E0395,41,Female,UK,Europe,Yes,Medium (51-500),8,Manager,Flexible,100K-150K,Yes,Yes,No,2,2,10
E0396,59,Other,South Africa,Africa,Hybrid,Medium (51-500),9,Data Scientist,Night Shift,<50K,Yes,No,Partial,2,6,5
E0397,56,Female,South Africa,Africa,Yes,Large (500+),5,Engineer,Flexible,>150K,Yes,No,Yes,4,3,1
E0398,53,Female,Brazil,South America,Yes,Large (500+),10,Data Scientist,Flexible,<50K,Yes,No,Yes,1,7,6
E0399,50,Female,Australia,Oceania,No,Small (1-50),25,Engineer,Flexible,<50K,No,No,Yes,5,3,7
E0400,57,Female,Japan,Asia,No,Small (1-50),2,Designer,Flexible,>150K,Not Sure,Yes,Yes,2,9,1
E0401,43,Other,Germany,Europe,Yes,Medium (51-500),9,Data Scientist,Day Shift,100K-150K,Not Sure,Yes,No,1,3,9
E0402,30,Female,India,Asia,Hybrid,Large (500+),11,Manager,Flexible,100K-150K,No,No,Partial,1,7,7
E0403,25,Female,South Africa,Africa,Yes,Medium (51-500),4,Engineer,Flexible,>150K,Not Sure,No,Yes,4,4,1
E0404,56,Other,Brazil,South America,Yes,Medium (51-500),22,Data Scientist,Night Shift,>150K,Not Sure,No,Partial,5,8,3
E0405,54,Male,Brazil,South America,Hybrid,Large (500+),22,Analyst,Day Shift,<50K,Not Sure,Yes,Yes,5,2,5
E0406,51,Other,UK,Europe,Hybrid,Large (500+),22,Engineer,Night Shift,50K-100K,No,No,Yes,2,8,4
E0407,30,Male,Germany,Europe,Hybrid,Large (500+),2,Engineer,Flexible,>150K,No,No,Yes,2,9,2
E0408,39,Other,France,Europe,Hybrid,Small (1-50),23,Data Scientist,Night Shift,<50K,Not Sure,No,Yes,1,8,1
E0409,52,Other,Japan,Asia,Yes,Small (1-50),29,Designer,Night Shift,50K-100K,Not Sure,No,Partial,5,6,4
E0410,21,Female,Australia,Oceania,Yes,Medium (51-500),6,Data Scientist,Flexible,100K-150K,Not Sure,Yes,Yes,5,10,7
E0411,25,Male,Canada,North America,No,Small (1-50),27,Manager,Day Shift,100K-150K,Yes,Yes,No,2,1,4
E0412,24,Female,UK,Europe,Yes,Large (500+),14,Manager,Day Shift,<50K,Yes,No,No,3,7,9
E0413,36,Male,Japan,Asia,Hybrid,Large (500+),1,Engineer,Night Shift,<50K,Yes,No,Partial,1,1,8
E0414,44,Other,Canada,North America,No,Small (1-50),18,Engineer,Flexible,>150K,No,Yes,Yes,5,7,8
E0415,36,Other,Canada,North America,Hybrid,Medium (51-500),7,Data Scientist,Night Shift,100K-150K,Not Sure,No,Yes,4,2,5
E0416,22,Male,Germany,Europe,Yes,Medium (51-500),1,Manager,Night Shift,<50K,No,Yes,Yes,4,8,1
E0417,48,Female,Germany,Europe,No,Small (1-50),1,Manager,Night Shift,100K-150K,No,Yes,No,3,2,9
E0418,52,Female,India,Asia,Hybrid,Medium (51-500),1,Designer,Flexible,100K-150K,No,Yes,Yes,2,3,2
E0419,47,Female,Brazil,South America,No,Medium (51-500),24,Analyst,Flexible,>150K,Not Sure,Yes,Partial,2,3,6
E0420,40,Female,Japan,Asia,No,Medium (51-500),4,Designer,Day Shift,50K-100K,Yes,No,No,2,1,10
E0421,44,Other,UK,Europe,Yes,Large (500+),4,Developer,Flexible,>150K,Not Sure,No,No,4,5,5
E0422,32,Other,USA,North America,Hybrid,Large (500+),29,Designer,Night Shift,<50K,Not Sure,Yes,No,2,5,10
E0423,55,Other,UK,Europe,No,Small (1-50),18,Data Scientist,Night Shift,>150K,No,Yes,Yes,4,10,8
E0424,53,Other,India,Asia,No,Large (500+),27,Analyst,Day Shift,>150K,No,No,No,3,5,3
E0425,53,Other,Australia,Oceania,Hybrid,Medium (51-500),11,Data Scientist,Flexible,100K-150K,No,Yes,Partial,1,9,6
E0426,57,Female,Brazil,South America,No,Large (500+),27,Developer,Night Shift,>150K,Yes,No,Partial,5,6,6
E0427,32,Female,USA,North America,No,Small (1-50),1,Analyst,Day Shift,<50K,Yes,Yes,Partial,3,6,10
E0428,23,Female,South Africa,Africa,No,Large (500+),28,Engineer,Day Shift,50K-100K,Yes,No,Partial,4,3,3
E0429,21,Female,Australia,Oceania,Hybrid,Medium (51-500),10,Manager,Night Shift,>150K,Not Sure,Yes,Yes,3,5,7
E0430,53,Other,Germany,Europe,Hybrid,Medium (51-500),9,Designer,Night Shift,>150K,No,Yes,Yes,5,10,4
E0431,30,Other,Canada,North America,Hybrid,Small (1-50),23,Data Scientist,Flexible,50K-100K,Not Sure,Yes,Yes,1,7,5
E0432,49,Other,South Africa,Africa,Hybrid,Large (500+),4,Developer,Day Shift,<50K,Yes,Yes,Yes,5,3,9
E0433,33,Male,UK,Europe,Yes,Large (500+),28,Manager,Night Shift,<50K,No,No,Yes,4,2,6
E0434,32,Female,UK,Europe,No,Large (500+),6,Designer,Day Shift,>150K,Yes,No,No,5,5,10
E0435,51,Female,Germany,Europe,Hybrid,Medium (51-500),30,Manager,Flexible,100K-150K,No,Yes,No,3,3,4
E0436,22,Other,India,Asia,No,Small (1-50),16,Designer,Night Shift,>150K,No,Yes,Partial,2,5,8
E0437,55,Female,Japan,Asia,No,Large (500+),2,Engineer,Flexible,50K-100K,Not Sure,No,Partial,3,9,9
E0438,43,Female,South Africa,Africa,Yes,Medium (51-500),23,Analyst,Day Shift,50K-100K,Not Sure,No,Partial,4,10,10
E0439,37,Other,South Africa,Africa,Hybrid,Medium (51-500),18,Manager,Flexible,50K-100K,Yes,No,Yes,1,1,5
E0440,46,Male,France,Europe,Hybrid,Medium (51-500),10,Manager,Flexible,>150K,Not Sure,No,Yes,5,4,2
E0441,28,Male,Australia,Oceania,No,Large (500+),24,Manager,Day Shift,>150K,Not Sure,No,No,1,10,6
E0442,49,Male,Brazil,South America,Hybrid,Large (500+),24,Analyst,Flexible,<50K,Not Sure,No,Yes,4,5,8
E0443,46,Other,Australia,Oceania,No,Large (500+),17,Developer,Day Shift,100K-150K,No,No,Yes,5,2,5
E0444,30,Female,Japan,Asia,No,Large (500+),13,Designer,Night Shift,>150K,Not Sure,No,Yes,3,2,1
E0445,46,Other,UK,Europe,Yes,Large (500+),24,Engineer,Day Shift,<50K,Yes,Yes,Yes,3,1,8
E0446,54,Other,UK,Europe,Yes,Large (500+),18,Manager,Day Shift,>150K,No,Yes,No,4,8,9
E0447,27,Female,UK,Europe,Yes,Large (500+),22,Analyst,Night Shift,<50K,No,Yes,No,5,2,1
E0448,24,Male,France,Europe,No,Large (500+),13,Developer,Day Shift,<50K,Not Sure,No,No,3,3,8
E0449,31,Male,UK,Europe,Hybrid,Large (500+),17,Designer,Night Shift,100K-150K,No,No,No,4,2,10
E0450,49,Other,Japan,Asia,Yes,Medium (51-500),5,Analyst,Night Shift,>150K,Yes,No,Yes,4,4,2
E0451,56,Male,Germany,Europe,Hybrid,Large (500+),11,Engineer,Day Shift,<50K,Yes,Yes,Yes,1,1,4
